Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
13456929727,"Jan 26, 2025, 11:00:57 AM",Lunch Run,Run,,5367,16.01,164.0,128,false,,ASICS GT 2000 II,activities/14354222628.fit.gz,,,5367.0,5112.0,16013.6,4.5,3.133,13.0,3.0,104.8,113.8,7.4,0.1,,,84.0,79.0,164.0,151.0,,348.0,1159.0,,,128.0,1779601.0,,,,,,,,343.0,5369.0,,,0.0,,1.0,16074.8,1737889152.0,1.0,11.0,10.6,6.4,0.73,1014.7,3.2,7.0,199.0,0.0,1737872256.0,1737905792.0,0.875,,20828548.0,0.0,1.0,0.29,27451.9,1.0,,,,,0.0,2.984,13150.9,,,,13442.0,,,992.0,258.0,3.145,,,,,,,,""
13468256961,"Jan 27, 2025, 6:01:43 PM",Evening Run,Run,"8x15 mp repülő 
5-4-3-2-1 perc tempo/ 90 mp
8x15 mp repülő ",4927,12.23,185.0,64,false,,ASICS GT 2000 II,activities/14366663470.fit.gz,,,4927.0,3665.0,12235.1,7.6,3.338,7.0,0.0,92.2,107.8,22.0,0.1,,,108.0,80.0,185.0,147.0,,373.0,825.0,,,64.0,1346240.0,,,,,,,,359.0,4747.0,0.0,,0.0,,1.0,12249.6,1738000768.0,2.0,10.9,6.2,5.4,0.69,1009.2,4.6,10.9,201.0,0.0,1737958528.0,1737992320.0,0.875,,20828548.0,0.0,1.0,0.38,30121.1,0.0,,,,,0.0,2.483,12235.1,,,,9548.0,,,960.0,270.0,3.342,,,,,,,,""
13477894163,"Jan 28, 2025, 6:30:00 PM",Evening Run,Run,Cserben hagyott az óra :/ ,2890,8.50,,,false,"",ASICS GT 2000 II,,,,2890.0,2890.0,8500.0,,2.941,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,6.0,0.0,,0.0,,,,,,,,,,,,,,,,,20828548.0,,,,,,,,,,0.0,2.941,0.0,,,,,,,,,,,,,,,,,""
13486404952,"Jan 29, 2025, 5:00:00 PM",Evening Run,Run,"400-200-200 / 1 perc
60, 30, 29",2821,8.67,,,false,"",ASICS GT 2000 II,,,,2821.0,2821.0,8670.0,,3.073,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,8.0,,,,,,121.0,0.0,,0.0,,,,,,,,,,,,,,,,,20828548.0,,,,,,,,,,0.0,3.073,0.0,,,,,,,,,,,,,,,,,""
13503737527,"Jan 31, 2025, 6:40:00 PM",Pre-race,Run,"",1090,3.40,,,false,"",ASICS GT 2000 II,,,,1090.0,1090.0,3400.0,,3.119,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,,,,5.0,0.0,,0.0,,,,,,,,,,,,,,,,,20828548.0,,,,,,,,,,0.0,3.119,0.0,,,,,,,,,,,,,,,,,""
13513497155,"Feb 1, 2025, 1:00:27 PM",Afternoon run,Run,"800m : 2:14,47",2150,6.50,,,false,,ASICS GT 2000 II,,,,2150.0,2150.0,6500.0,,3.023,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,20828548.0,,,,,,,,,,0.0,3.023,0.0,,,,,,,,,,,,,,,,,""
13516870312,"Feb 2, 2025, 9:16:33 AM",Morning Run,Run,my watch is back,2786,8.44,158.0,53,false,,ASICS GT 2000 II,activities/14419584998.fit.gz,,,2786.0,2704.0,8440.4,4.36,3.121,11.0,10.0,30.2,35.2,9.5,0.0,,,83.0,80.0,158.0,146.0,,345.0,627.0,,,53.0,932361.0,,,,,,,,338.0,2788.0,0.0,,0.0,,1.0,8477.1,1738486784.0,3.0,3.7,0.4,-0.2,0.76,1025.1,3.0,5.5,46.0,0.6,1738475904.0,1738510848.0,0.125,,20828548.0,0.32,5.0,0.97,31776.9,1.0,,,,,0.0,3.03,24.4,,,,7182.0,,,499.0,254.0,3.135,,,,,,,,""
13540047045,"Feb 4, 2025, 5:30:19 PM",Evening Run,Run,"2000 m valtogatas (100/100)
6x1000 m / 1 perc
3:56, 3:51, 3:44, 3:40, 3:34, 3:29",6408,13.86,188.0,76,false,,ASICS GT 2000 II,activities/14444960941.fit.gz,,,6408.0,4242.0,13859.5,5.64,3.267,19.0,13.0,92.0,107.8,47.9,0.0,,,91.0,79.0,188.0,147.0,,388.0,1015.0,,,76.0,1522754.0,,,,,,,,373.0,5227.0,0.0,,0.0,,1.0,13915.5,1738688384.0,1.0,1.6,1.7,-4.9,0.62,1032.3,0.6,1.2,9.0,0.0,1738649216.0,1738684160.0,0.125,,20828548.0,0.0,1.0,0.05,29937.0,0.0,,,,,0.0,2.163,69.7,,,,10366.0,,,1140.0,280.0,3.28,,,,,,,,""
13543796822,"Feb 5, 2025, 6:11:01 AM",Marvellous jog,Run,,2533,7.52,159.0,45,false,,ASICS GT 2000 II,activities/14449017164.fit.gz,,,2533.0,2462.0,7526.1,5.04,3.057,30.0,28.0,95.0,112.2,33.0,0.1,,,93.0,78.0,159.0,146.0,,345.0,568.0,,,45.0,844441.0,,,,,,,,339.0,2534.0,,,0.0,,1.0,7636.8,1738735232.0,2.0,-3.2,-2.7,-5.1,0.87,1034.3,0.9,1.4,310.0,0.0,1738735488.0,1738770688.0,0.25,,20828548.0,0.0,1.0,0.48,18717.2,0.0,,,,,0.0,2.971,24.3,,,,6426.0,,,457.0,255.0,3.102,,,,,,,,""
13557401365,"Feb 6, 2025, 5:00:01 PM",Evening run,Run,"",1499,3.99,145.0,6,false,,ASICS GT 2000 II,activities/14463931934.fit.gz,,,1499.0,1368.0,3996.5,3.84,2.921,10.0,5.0,109.6,118.0,6.6,0.0,,,85.0,79.0,145.0,126.0,,325.0,275.0,,,6.0,444767.0,,,,,,,,311.0,1501.0,0.0,,0.0,,1.0,4015.1,1738861184.0,3.0,3.1,4.0,-4.6,0.57,1036.2,0.7,1.7,358.0,0.0,1738821760.0,1738857216.0,0.375,,20828548.0,0.0,1.0,0.86,29955.1,0.0,,,,,0.0,2.666,351.0,,,,3586.0,,,228.0,234.0,2.935,,,,,,,,""
13557950084,"Feb 6, 2025, 5:34:52 PM",Evening Run,Run,"10x200 / 1 perc
3-4 perc pihi
1x200
31.4, 32.9, 31.4, 31.0, 31.2, 31.3, 31.1, 31.8, 32.4, 31.5, 28.2
",3540,4.75,190.0,56,false,,ASICS GT 2000 II,activities/14464527321.fit.gz,,,3540.0,2188.0,4757.1,10.66,2.174,0.0,0.0,0.0,0.0,0.0,0.0,,,112.0,74.0,190.0,142.0,,129.0,501.0,,,56.0,457196.0,,,,,,,,241.0,3173.0,0.0,,0.0,,1.0,4757.1,,,,,,,,,,,,,,,,20828548.0,,,,,,,,,,0.0,1.344,0.0,,,,3836.0,,,289.0,181.0,,,,,,,,,""
13569969172,"Feb 8, 2025, 7:39:32 AM",fueled by swiss chocolate,Run,8x2 perc tempo / 90mp,4740,12.27,177.0,47,false,,ASICS GT 2000 II,activities/14477735985.fit.gz,,,4740.0,4006.0,12271.3,5.94,3.063,35.0,27.0,408.8,426.6,15.8,0.0,,,116.0,76.0,177.0,138.0,,335.0,897.0,,,47.0,1314751.0,,,,,,,,344.0,4742.0,0.0,,0.0,,1.0,12360.6,1738998016.0,2.0,-1.6,-1.5,-3.1,0.9,1023.3,1.3,2.2,354.0,0.0,1738996864.0,1739032704.0,0.375,,20828548.0,0.0,1.0,0.39,14032.0,0.0,,,,,0.0,2.589,1658.1,,,,9816.0,,,882.0,259.0,3.086,,,,,,,,media/53693661-6588-438d-bd51-8a4252b2cc46.jpg|media/253a712a-7fde-4734-a83b-0c737204b369.jpg|media/ce8f4b82-cc81-4eb2-abb1-b5c6c83c0ad6.jpg
13584961396,"Feb 9, 2025, 5:23:20 PM",Who won the neck decorating contest? It was a tie.,Run,Automated with Strautomator,2833,8.04,151.0,35,false,,ASICS GT 2000 II,activities/14494096759.fit.gz,,,2833.0,2644.0,8046.5,5.4,3.043,18.0,12.0,99.8,108.2,8.3,0.1,,,82.0,78.0,151.0,142.0,,339.0,594.0,,,35.0,895255.0,,,,,,,,327.0,2834.0,0.0,,0.0,,1.0,8095.3,1739120384.0,3.0,3.0,2.1,-5.2,0.55,1032.3,1.9,4.6,106.0,0.0,1739080704.0,1739116672.0,0.375,,20828548.0,0.0,1.0,0.87,28424.4,0.0,,,,,0.0,2.84,693.6,,,,6848.0,,,476.0,246.0,3.062,,,,,,,,""
13593365835,"Feb 10, 2025, 6:53:05 PM",esti sprintek,Run,"8x15/30 mp repülő 
3x100m szögesben
12.1, 12.4, 12.2",4902,9.69,160.0,36,false,,ASICS GT 2000 II,activities/14503422234.fit.gz,,,4902.0,3182.0,9697.9,9.12,3.048,19.0,11.0,98.8,108.4,7.1,0.0,,,122.0,78.0,160.0,139.0,,334.0,682.0,,,36.0,1048341.0,,,,,,,,307.0,4217.0,0.0,,0.0,,1.0,9762.4,1739210368.0,1.0,2.4,2.1,-5.8,0.55,1030.4,0.7,2.2,104.0,0.0,1739166976.0,1739203200.0,0.375,,20828548.0,0.0,1.0,0.08,30385.3,0.0,,,,,0.0,1.978,1953.0,,,,7962.0,,,624.0,231.0,3.068,,,,,,,,""
13602021066,"Feb 11, 2025, 6:28:08 PM",Evening Run,Run,,2815,8.07,157.0,41,false,,ASICS GT 2000 II,activities/14512865466.fit.gz,,,2815.0,2689.0,8072.6,6.14,3.002,16.0,11.0,94.4,103.6,7.6,0.1,,,88.0,78.0,157.0,143.0,,337.0,603.0,,,41.0,903940.0,,,,,,,,327.0,2817.0,,,0.0,,1.0,8114.0,1739296768.0,2.0,0.5,-0.9,-6.1,0.61,1030.4,1.9,4.8,103.0,0.0,1739253248.0,1739289600.0,0.375,,20828548.0,0.0,1.0,0.51,29389.6,0.0,,,,,0.0,2.868,701.1,,,,6934.0,,,473.0,246.0,3.017,,,,,,,,""
13609647184,"Feb 12, 2025, 4:27:57 PM",Afternoon Run,Run,,1522,4.00,166.0,10,false,,ASICS GT 2000 II,activities/14521168614.fit.gz,,,1522.0,1381.0,4003.7,3.62,2.899,11.0,7.0,106.8,115.6,8.8,0.1,,,85.0,79.0,166.0,127.0,,326.0,270.0,,,10.0,450004.0,,,,,,,,313.0,1523.0,,,0.0,,1.0,4030.1,1739376000.0,3.0,2.6,-0.5,-6.8,0.5,1025.4,3.2,7.3,133.0,0.0,1739339648.0,1739376128.0,0.375,,20828548.0,0.0,1.0,0.98,28145.3,0.0,,,,,0.0,2.631,349.4,,,,3666.0,,,233.0,235.0,2.918,,,,,,,,""
13610210573,"Feb 12, 2025, 5:04:20 PM",Evening Run,Run,"400-200-200 / 1 perc
60.4, 29.8, 28.7",2920,3.56,188.0,26,false,,ASICS GT 2000 II,activities/14521777746.fit.gz,,,2920.0,1219.0,3564.4,9.36,2.924,0.0,0.0,0.0,0.0,0.0,0.0,,,117.0,70.0,188.0,133.0,,119.0,258.0,,,26.0,347616.0,,,,,,,,258.0,2306.0,0.0,,0.0,,1.0,3564.4,,,,,,,,,,,,,,,,20828548.0,,,,,,,,,,0.0,1.221,0.0,,,,2780.0,,,241.0,194.0,,,,,,,,,""
13627725683,"Feb 14, 2025, 7:59:55 PM",Atmozgatas,Run,"",1583,3.93,173.0,19,false,,ASICS GT 2000 II,activities/14540927138.fit.gz,,,1583.0,1293.0,3929.3,7.7,3.039,2.0,0.0,74.4,102.4,4.0,-0.7,,,111.0,77.0,173.0,141.0,,318.0,294.0,,,19.0,407600.0,,,,,,,,300.0,1545.0,0.0,,0.0,,1.0,3939.1,1739559552.0,3.0,2.6,0.6,-2.3,0.7,1018.6,2.7,7.4,320.0,0.0,1739512192.0,1739549184.0,0.625,,20828548.0,0.79,5.0,0.98,20380.4,0.0,,,,,0.0,2.482,3929.3,,,,3232.0,,,218.0,226.0,3.046,,,,,,,,""
13635604393,"Feb 15, 2025, 5:29:51 PM",MASZ verseny,Run,800m: 2:12:93,2080,6.50,,,false,,ASICS GT 2000 II,,,,2080.0,2080.0,6500.0,,3.125,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,0.0,4.0,0.0,,0.0,,,,,,,,,,,,,,,,,20828548.0,,,,,,,,,,0.0,3.125,0.0,,,,,,,,,,,,,,,,,""
13640191634,"Feb 16, 2025, 9:08:51 AM",Morning run,Run,"",3352,9.89,168.0,52,false,,ASICS GT 2000 II,activities/14554641215.fit.gz,,,3352.0,3136.0,9897.7,6.7,3.156,9.0,5.0,86.0,90.2,9.3,0.0,,,115.0,79.0,168.0,145.0,,348.0,720.0,,,52.0,1086585.0,,,,,,,,340.0,3353.0,0.0,,0.0,,1.0,9938.8,1739696384.0,3.0,0.1,-1.6,-5.9,0.64,1022.0,2.0,4.0,36.0,0.0,1739684224.0,1739721728.0,0.625,,20828548.0,0.0,1.0,0.96,33277.6,1.0,,,,,0.0,2.953,0.0,,,,8166.0,,,609.0,256.0,3.169,,,,,,,,""
13653873534,"Feb 17, 2025, 5:57:16 PM",Evening run,Run,"3x100m szögesben 
12.1, 12.1, 12.4",4979,10.30,168.0,46,false,,ASICS GT 2000 II,activities/14569669959.fit.gz,,,4979.0,3375.0,10304.2,9.18,3.053,16.0,12.0,96.2,107.0,14.4,0.0,,,123.0,78.0,168.0,142.0,,333.0,731.0,,,46.0,1118924.0,,,,,,,,312.0,4331.0,0.0,,0.0,,1.0,10353.6,1739811584.0,2.0,-0.4,0.2,-9.3,0.51,1025.5,0.6,2.0,19.0,0.0,1739771136.0,1739808640.0,0.625,,20828548.0,0.0,1.0,0.46,30105.9,0.0,,,,,0.0,2.07,2293.2,,,,8466.0,,,663.0,235.0,3.068,,,,,,,,media/bd8b4591-5bc9-49a1-af4f-029350f9010a.jpg
13663077026,"Feb 18, 2025, 5:28:27 PM",Evening Run,Run,"2x2000 valtogatas (100/100, 150/50)
1x2000 + 2x1000 tempo / 90 mp",6386,15.70,188.0,122,false,,ASICS GT 2000 II,activities/14579693681.fit.gz,,,6386.0,4514.0,15702.3,5.84,3.479,18.0,3.0,97.6,103.8,46.0,0.0,,,90.0,80.0,188.0,155.0,,388.0,1113.0,,,122.0,1749572.0,,,,,,,,378.0,5572.0,0.0,,0.0,,1.0,15788.0,1739897984.0,2.0,-0.4,-0.6,-10.4,0.47,1028.7,0.9,2.6,350.0,0.0,1739857408.0,1739895168.0,0.625,,20828548.0,0.0,1.0,0.48,30313.3,0.0,,,,,0.0,2.459,1949.1,,,,11938.0,,,1249.0,284.0,3.498,,,,,,,,""
13672034709,"Feb 19, 2025, 6:02:28 PM",Óbuda boulevard,Run,"",2805,8.23,155.0,35,false,,ASICS GT 2000 II,activities/14589455753.fit.gz,,,2805.0,2634.0,8235.6,4.0,3.127,13.0,13.0,101.0,115.6,5.6,0.0,,,123.0,79.0,155.0,142.0,,349.0,602.0,,,35.0,921420.0,,,,,,,,337.0,2807.0,0.0,,0.0,,1.0,8267.9,1739987968.0,1.0,-0.9,-1.3,-10.0,0.5,1033.8,0.9,2.7,179.0,0.0,1739943808.0,1739981696.0,0.625,,20828548.0,0.0,1.0,0.0,30721.3,0.0,,,,,0.0,2.936,1366.0,,,,6902.0,,,499.0,253.0,3.139,,,,,,,,""
13679709325,"Feb 20, 2025, 4:32:49 PM",Beyond pain there is a whole universe of more pain.,Run,,1508,4.01,147.0,10,false,,ASICS GT 2000 II,activities/14597875945.fit.gz,,,1508.0,1377.0,4009.9,3.66,2.912,10.0,6.0,105.4,113.8,3.7,0.0,,,83.0,79.0,147.0,133.0,,324.0,293.0,,,10.0,444943.0,,,,,,,,308.0,1510.0,,,0.0,,1.0,4027.4,1740067200.0,1.0,1.2,0.6,-9.7,0.44,1033.8,1.1,2.5,159.0,0.0,1740030080.0,1740068096.0,0.625,,20828548.0,0.0,1.0,0.0,31404.8,0.0,,,,,0.0,2.659,350.3,,,,3638.0,,,225.0,232.0,2.925,,,,,,,,""
13680265773,"Feb 20, 2025, 5:13:37 PM",V,Run,"300-200-150-100-100-150-200-300 / 1 perc
46.2, 30.3, 22.6, 14.4, 14.2, 22.0, 29.4, 46.6",2762,3.72,188.0,34,false,,ASICS GT 2000 II,activities/14598477281.fit.gz,,,2762.0,1507.0,3722.5,9.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,,,108.0,69.0,188.0,136.0,,126.0,351.0,,,34.0,349978.0,,,,,,,,242.0,2422.0,0.0,,0.0,,1.0,3722.5,,,,,,,,,,,,,,,,20828548.0,,,,,,,,,,0.0,1.348,0.0,,,,3046.0,,,222.0,182.0,,,,,,,,,""
13701325796,"Feb 23, 2025, 6:04:34 AM",Morning Run,Run,"",2752,8.08,171.0,56,false,,ASICS GT 2000 II,activities/14621519108.fit.gz,,,2752.0,2693.0,8082.5,4.3,3.001,229.0,227.0,1810.4,1927.4,17.3,0.0,,,113.0,81.0,171.0,151.0,,357.0,635.0,,,56.0,959017.0,,,,,,,,363.0,2753.0,0.0,,0.0,,1.0,8654.1,1740290432.0,3.0,-3.5,-2.1,-7.0,0.77,1029.0,0.6,1.4,8.0,0.0,1740290560.0,1740329472.0,0.875,,20828548.0,0.0,1.0,0.76,28911.0,0.0,,,,,0.0,2.937,0.0,,,,7268.0,,,569.0,273.0,3.214,,,,,,,,""
13779832182,"Mar 3, 2025, 6:02:26 PM",Evening run,Run,"",2823,8.12,151.0,35,false,,ASICS GT 2000 II,activities/14706872380.fit.gz,,,2823.0,2659.0,8120.4,4.9,3.054,15.0,11.0,102.2,112.4,7.1,0.0,,,87.0,80.0,151.0,140.0,,338.0,588.0,,,35.0,898160.0,,,,,,,,328.0,2825.0,0.0,,0.0,,1.0,8155.7,1741024768.0,1.0,6.0,5.3,-0.5,0.63,1028.0,0.9,2.3,291.0,0.0,1740979200.0,1741019520.0,0.125,,20828548.0,0.0,1.0,0.01,28973.4,0.0,,,,,0.0,2.877,688.5,,,,7040.0,,,478.0,247.0,3.067,,,,,,,,""
13855370833,"Mar 11, 2025, 7:11:35 PM",Evening Run,Run,,1740,4.46,161.0,16,false,,ASICS GT 2000 II,activities/14788757569.fit.gz,,,1740.0,1433.0,4460.7,7.02,3.113,7.0,5.0,100.6,113.0,7.3,0.0,,,101.0,80.0,161.0,136.0,,337.0,313.0,,,16.0,482429.0,,,,,,,,308.0,1741.0,,,0.0,,1.0,4480.5,1741719552.0,2.0,9.7,8.9,8.0,0.89,1004.2,1.8,4.6,183.0,0.1,1741669504.0,1741711488.0,0.375,,20828548.0,0.0,1.0,0.53,16393.6,0.0,,,,,0.0,2.564,705.1,,,,3746.0,,,259.0,232.0,3.127,,,,,,,,""
13886784007,"Mar 15, 2025, 9:23:47 AM",Recovery run,Run,"",2096,6.01,159.0,41,false,,ASICS GT 2000 II,activities/14822024480.fit.gz,,,2096.0,2039.0,6013.3,3.54,2.949,1.0,4.0,83.6,88.2,6.1,0.0,,,113.0,80.0,159.0,146.0,,326.0,474.0,,,41.0,664086.0,,,,,,,,320.0,2097.0,0.0,,0.0,,1.0,6023.8,1742029184.0,3.0,15.2,13.2,11.2,0.77,1007.7,1.7,2.9,297.0,0.0,1742014080.0,1742056832.0,0.625,,20828548.0,0.79,5.0,0.96,25227.5,2.0,,,,,0.0,2.869,0.0,,,,5438.0,,,337.0,241.0,2.954,,,,,,,,""
13929224439,"Mar 19, 2025, 6:01:08 PM",Why was the stadium so cool? It was filled with fans.,Run,Automated with strautomator.com,2563,7.21,158.0,35,false,,ASICS GT 2000 II,activities/14868084767.fit.gz,,,2563.0,2361.0,7213.0,8.34,3.055,6.0,7.0,100.6,112.4,8.1,0.0,,,85.0,78.0,158.0,143.0,,339.0,527.0,,,35.0,798413.0,,,,,,,,323.0,2564.0,,,0.0,,1.0,7242.9,1742407168.0,1.0,5.3,3.6,-5.4,0.46,1032.6,1.6,4.4,179.0,0.0,1742359680.0,1742403328.0,0.625,,20828548.0,0.0,1.0,0.0,29014.0,0.0,,,,,0.0,2.814,699.6,,,,6094.0,,,420.0,243.0,3.068,,,,,,,,""
13951010736,"Mar 22, 2025, 7:13:47 AM",Why did the math book look sad? Because it had too many problems.,Run,"",2859,8.20,187.0,51,false,,ASICS GT 2000 II,activities/14891615072.fit.gz,,,2859.0,2701.0,8208.9,6.82,3.039,5.0,1.0,86.6,92.8,5.6,0.1,,,101.0,78.0,187.0,146.0,,337.0,619.0,,,51.0,910507.0,,,,,,,,330.0,2861.0,0.0,,0.0,,1.0,8242.1,1742626816.0,3.0,6.5,4.1,-0.7,0.6,1018.1,2.5,4.6,158.0,0.0,1742618112.0,1742662272.0,0.75,,20828548.0,0.74,5.0,0.94,23147.4,1.0,,,,,0.0,2.871,0.0,,,,6950.0,,,489.0,248.0,3.051,,,,,,,,""
13975185264,"Mar 24, 2025, 5:16:21 PM",Evening run,Run,"",3435,9.69,179.0,65,false,,ASICS GT 2000 II,activities/14917636035.fit.gz,,,3435.0,3203.0,9691.9,7.62,3.026,16.0,15.0,95.0,107.4,5.7,0.0,,,114.0,78.0,179.0,147.0,,330.0,733.0,,,65.0,1049247.0,,,,,,,,321.0,3437.0,0.0,,0.0,,1.0,9722.8,1742835584.0,2.0,13.0,13.0,9.6,0.8,1012.4,0.9,1.8,173.0,0.1,1742791168.0,1742835712.0,0.875,,20828548.0,0.76,5.0,0.49,21805.8,0.0,,,,,0.0,2.822,706.8,,,,8166.0,,,555.0,241.0,3.036,,,,,,,,""
13985204988,"Mar 25, 2025, 5:27:36 PM",Evening run,Run,"",4515,9.50,191.0,64,false,,ASICS GT 2000 II,activities/14928320047.fit.gz,,,4515.0,2800.0,9499.3,6.98,3.393,6.0,5.0,98.4,105.8,10.2,0.0,,,118.0,80.0,191.0,148.0,,364.0,651.0,,,64.0,1014531.0,,,,,,,,333.0,4225.0,0.0,,0.0,,1.0,9525.8,1742921984.0,3.0,13.9,14.4,8.6,0.7,1016.5,0.4,0.9,280.0,0.0,1742877440.0,1742922240.0,0.875,,20828548.0,0.0,1.0,0.74,26551.4,0.0,,,,,0.0,2.104,5602.7,,,,7284.0,,,734.0,250.0,3.402,,,,,,,,""
14050683909,"Apr 1, 2025, 5:15:40 PM",Evening Swim,Swim,,1153,525,160.0,15,false,,,activities/14998628663.fit.gz,,,1153.0,541.0,525.0,2.5,0.97,0.0,0.0,0.0,0.0,0.0,0.0,,,,25.0,160.0,131.0,,,2748.0,,,15.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.455,0.0,,,,,,25.0,,,,,,,,,,,""
14087789599,"Apr 5, 2025, 12:40:19 PM",Afternoon ride,Ride,"",4922,25.38,155.0,34,false,,,activities/15037734238.fit.gz,,,4922.0,4073.0,25387.8,9.844,6.233,66.0,56.0,78.8,90.4,9.0,0.0,,,,,155.0,132.0,,,675.0,,,34.0,,,,,,,,,,,0.0,,0.0,,1.0,,1743854336.0,2.0,19.5,16.6,5.9,0.41,1005.3,6.3,10.7,260.0,0.0,1743826048.0,1743873024.0,0.25,,,0.4,5.0,0.38,28120.6,3.0,,,,,0.0,5.158,392.2,,,,,,,,,,,,,,,,,media/deb8198b-278c-4c02-9e59-b81c8a61ae25.jpg
14119740979,"Apr 8, 2025, 6:14:52 PM",Evening Swim,Swim,,1673,700,174.0,25,false,,,activities/15071151566.fit.gz,,,1673.0,970.0,699.9,4.46,0.722,0.0,0.0,0.0,0.0,0.0,0.0,,,,29.0,174.0,132.0,,,1498.0,,,25.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.418,0.0,,,,,,33.3,,,,,,,,,,,""
14165673666,"Apr 13, 2025, 10:59:51 AM",Afternoon ride,Ride,"",8247,35.53,176.0,84,false,,,activities/15119154039.fit.gz,,,8247.0,6213.0,35536.4,10.233,5.72,177.0,176.0,106.2,190.4,16.4,0.0,,,,,176.0,140.0,,,1006.0,,,84.0,,,,,,,,,,,0.0,,0.0,,1.0,,1744538368.0,3.0,18.4,14.2,7.2,0.48,1013.6,5.9,9.5,174.0,0.0,1744516992.0,1744565632.0,0.5,,,0.0,1.0,0.83,28181.0,3.0,,,,,0.0,4.309,62.3,,,,,,,,,,,,,,,,,""
14187119325,"Apr 15, 2025, 5:57:31 PM",Evening Swim,Swim,,486,250,154.0,7,false,,,activities/15141556854.fit.gz,,,486.0,275.0,250.0,2.28,0.909,0.0,0.0,0.0,0.0,0.0,0.0,,,,32.0,154.0,137.0,,,64.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.514,0.0,,,,,,25.0,,,,,,,,,,,""
14187119759,"Apr 15, 2025, 6:06:20 PM",Evening Swim,Swim,,1109,600,166.0,19,false,,,activities/15141557334.fit.gz,,,1109.0,642.0,599.9,1.7,0.934,0.0,0.0,0.0,0.0,0.0,0.0,,,,28.0,166.0,135.0,,,2749.0,,,19.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.541,0.0,,,,,,33.3,,,,,,,,,,,""
14196702619,"Apr 16, 2025, 4:12:50 PM",Evening ride,Ride,"",7396,35.84,171.0,56,false,,,activities/15151528077.fit.gz,,,7396.0,6110.0,35841.4,9.95,5.866,105.0,96.0,94.4,114.2,8.5,0.0,,,,,171.0,132.0,,,937.0,,,56.0,,,,,,,,,,,0.0,,0.0,,1.0,,1744819200.0,1.0,23.7,23.1,9.3,0.4,1013.8,4.0,8.9,154.0,0.0,1744775552.0,1744824832.0,0.625,,,0.0,1.0,0.25,27491.9,0.0,,,,,0.0,4.846,7225.9,,,,,,,,,,,,,,,,,""
14200212246,"Apr 17, 2025, 4:50:47 AM",Morning Swim,Swim,,2005,"1,073",168.0,45,false,,,activities/15155170675.fit.gz,,,2005.0,1247.0,1073.0,1.94,0.86,0.0,0.0,0.0,0.0,0.0,0.0,,,,29.0,168.0,141.0,,,5530.0,,,45.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.535,0.0,,,,,,29.0,,,,,,,,,,,""
